query,top tables,target table,target answer
who founded the women's social and political union,Sponsor (legislative)_883480E77F46675C,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,African Americans in the United States Congress_EC06471391D78086,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,List of Itazura na Kiss episodes_49B09F54D1C0C4,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Expulsion from the United States Congress_E15740C7B377CADA,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Filibuster in the United States Senate_E15740C7B377CADA,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,SpongeBob SquarePants (season 1)_B476E03C1899BD2A,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Carter family (EastEnders)_155EC90612B6EFF2,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Joint resolution_EC06471391D78086,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Treaty Clause_EC06471391D78086,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,2017 NFL season_276C660E7AAD134F,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Politics of Houston_B876FCB1AD5F7375,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Current members of the United States Senate_E15740C7B377CADA,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Party leaders of the United States Senate_E15740C7B377CADA,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Presiding Officer of the United States Senate_E15740C7B377CADA,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Hamilton (musical)_42E11FD363FE1101,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Chuck Schumer_A4C2C238F98DAF4,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Goodbye Yellow Brick Road (song)_B1ABC2887DE57D44,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,United States House of Representatives_3D55FE78E31D147C,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Doctor Who (2008–2010 specials)_A0EEB0D923E6AF7D,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,President pro tempore of the United States Senate_E15740C7B377CADA,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Procedures of the United States House of Representatives_E15740C7B377CADA,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,114th United States Congress_EC06471391D78086,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Committee of the Whole (United States House of Representatives)_3D55FE78E31D147C,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Survivor: Heroes vs. Healers vs. Hustlers_EE0ABC9B467FBBA2,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Thomas Jefferson_9CB5B3F577EAC1EE,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Hope Solo_F6B4DD7680FD1AF3,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Congressional Record_E15740C7B377CADA,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Congressional oversight_E15740C7B377CADA,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Continuing resolution_E15740C7B377CADA,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Treaty Clause_E15740C7B377CADA,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Horton Hears a Who! (film)_D349D0E91D2079A9,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Party leaders of the United States House of Representatives_E15740C7B377CADA,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,History of Palestine_E6498CC29436EF99,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Ice hockey at the 2006 Winter Olympics – Women's tournament_93318A4E59A7EB5E,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,United States Code_E15740C7B377CADA,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,List of Shadowhunters episodes_A3939F4ACA5B5706,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Chief Administrative Officer of the United States House of Representatives_E15740C7B377CADA,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,110th United States Congress_E15740C7B377CADA,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,111th United States Congress_E15740C7B377CADA,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,115th United States Congress_E15740C7B377CADA,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,United States Poet Laureate_E15740C7B377CADA,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,United States congressional committee_E15740C7B377CADA,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,School 2013_A5D8F53520A6B170,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,The Time of the Doctor_5683643E6A486B4F,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,1981 South Africa rugby union tour of New Zealand and the United States_ED245C03B8FE3DFC,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Who Framed Roger Rabbit_1FE22248A6C1C7DF,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,List of United States federal legislation_5472A3D81B61C6C9,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,List of members of the United States Congress by longevity of service_E15740C7B377CADA,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,List of tie-breaking votes cast by vice presidents of the United States_E15740C7B377CADA,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Standing committee (United States Congress)_EC06471391D78086,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,"File:Jimi Hendrix burning his guitar at the Monterey Pop Festival, June 18, 1967.jpg_4AB60A85322E39E5",Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,List of African-American United States Senators_7944AF3A64F59CDA,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,List of Grand Theft Auto: San Andreas characters_F8B88ABFB841D7B3,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,The Day of the Doctor_275AD7F981F10D3F,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Roman Republic_B980AD5FBEBA75EE,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Roman art_C142A6704DAD5F73,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Roman numerals_B980AD5FBEBA75EE,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Love Com_F479482D9CCA3CC,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Madison Square Garden_EEE796D8902655EB,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,New York Knicks_EEE796D8902655EB,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,New York Rangers_EEE796D8902655EB,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,A Time for Choosing_FAA5DFD32592A597,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Battle of Appomattox Court House_994DD7ABE6CFA29D,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
