query,top tables,target table,target answer
who won the 2015 great british baking show,Sam Hunt_FB0D277912BF0418,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The Troubles_96B63652AF6B6F1D,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Owen Brenman_15FE377D6FD18AD,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,List of Finding Carter episodes_216F5879445A158A,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Pee-wee's Playhouse_730A5AAD85B1126,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Chicago (band)_33C4B13E901D8FD9,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,List of princely states of British India (by region)_8CCC688F1A98F60F,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Terminology of the British Isles_E51476270199C88D,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The Amazing Race 26_957FEAA790D1CFD1,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,"William Howe, 5th Viscount Howe_81BE81612FC8C691",The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Gun laws in the United States by state_ED44BB26633E20B4,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Australian Grand Prix_BBCD1B713983BFFF,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,42nd Street (film)_B8C137932F073523,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The Ballad of Lucy Jordan_4EE5FAC38617097E,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The Cover of Rolling Stone_4EE5FAC38617097E,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Rumer Willis_544D0BF4EF41B5CE,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Christa Miller_1D91721192066840,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,"United States presidential election, 1992_8EC423767C773632",The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Into the Woods_B050CC3DC9E56B18,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,List of awards and nominations received by R. Kelly_46C842D3AB8821E3,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Bring It On: The Musical_E984FD55C4261EAB,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Destiny 2_445DEE879AE0644C,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,List of awards and nominations received by The West Wing_2B31E44B9E899595,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Brooklyn Nine-Nine_FD4577F94AC6CFFB,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Kingdom of Italy_DC4E88F256AB0755,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Agriculture in the United Kingdom_309E4A64631CC60C,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,List of Code Black episodes_4A2A18145E510B61,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,High School Musical_DDFA6BCCF258DE9B,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The Bold Type_6E60D59C6E3755D5,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Agents of S.H.I.E.L.D. (season 5)_ECD7BC6068837633,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,British Raj_BDAF99F14C7C99F6,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,List of awards and nominations received by The West Wing_785C7F18C96AD332,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Flag of the United Kingdom_651D1B9169C19A19,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Find Out Who Your Friends Are_C685D50071C62721,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Meet the Press_E91592D69F28D40C,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The Bahamas_DC39FF15C6578D6D,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Mad Max_75A391B9013D35DB,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The Preacher's Wife (soundtrack)_6C076976DF093448,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Billy Boyd (actor)_2395CE9944D990A4,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Emirates Stadium_2DF9D8111D6A7900,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,London Stadium_2DF9D8111D6A7900,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Piccadilly Circus_2DF9D8111D6A7900,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,St Martin-in-the-Fields_2DF9D8111D6A7900,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Wembley Arena_2DF9D8111D6A7900,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,2016 Pittsburgh Steelers season_55F23AF0D1F0B2D6,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,India_86E9463C49DE56F,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Hundred Days_787F788800D97AD,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The Last Airbender_915D8D9CA7BF2961,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Dancing with the Stars (Irish TV series)_DF66A6254D3B27FE,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Nicene Creed_2FFB1D36C8778CAD,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,How Green Was My Valley (film)_B8C137932F073523,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,United Kingdom of Great Britain and Ireland_324A959ACB15391E,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,List of best-selling books_9A7D1C1C86470EC0,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Eastern Conference (NBA)_E73454C26A38A654,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,British Agricultural Revolution_1324F6E25B52AA58,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,(Remember Me) I'm the One Who Loves You_95B3FA04E8876CD7,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The Highwaymen (country supergroup)_69736122716BC4DB,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Union of South Africa_DC4E88F256AB0755,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,List of awards and nominations received by The West Wing_603028DAD7BEC674,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,"United States presidential election, 1912_262B31FB0CCAB75D",The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The Man Who Sold the World_84633FA201E48058,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Royal National Theatre_2DF9D8111D6A7900,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Grey's Anatomy (season 11)_90545438E5883E7E,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Grey's Anatomy (season 13)_90545438E5883E7E,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Grey's Anatomy (season 6)_90545438E5883E7E,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Who Wants to Live Forever_F4AF89FCBC0FF4BA,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,(Remember Me) I'm the One Who Loves You_EB0C2C61DC544916,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Undun (song)_ECBA3C3CEE015553,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Our Souls at Night (film)_17102867941F662,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Dinosaurs (TV series)_2ED2B0C170908C98,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,President of the Philippines_F0159D7788A4EEDE,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The Great Escape (film)_8CF4A5086D4C928B,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Fargo (season 2)_305BDBB8E8055D8C,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Patrick Melrose (TV series)_A08DD9BEB8191512,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,EDF Energy_E34415731C149856,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,List of famines_1444F65B007473FF,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,College Football Playoff_A4801D36CF684542,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Akeelah and the Bee_7C4DD99F70A44DD2,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Bermuda_5EBF123B3EFE49C2,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,England_5EBF123B3EFE49C2,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Gibraltar_5EBF123B3EFE49C2,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Wales_5EBF123B3EFE49C2,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,English Poor Laws_36B9CB8883929469,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Nemo me impune lacessit_B32EC095912BF249,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The Departed_C6BF6BD539946647,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The Great Dictator_7FD1833E8C393686,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Better Call Saul_4BCBBBF7AAABB5BC,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Parable of the Great Banquet_860B968F9957C10E,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,A Boy Named Sue_4EE5FAC38617097E,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,List of British billionaires by net worth_C6057AF94178F5F6,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Kevin (Probably) Saves the World_F7CC84AF5820E299,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Deadman Wonderland_C45B88662430CAC9,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The Maritimes_99BC4174BB552CE3,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The Punisher (TV series)_A4323B097E3CAE4B,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,List of Blindspot episodes_CB604A7F8BB4046A,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Melissa & Joey_52EAE047740D8253,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,St James's Park_2DF9D8111D6A7900,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The Amazing Spider-Man 2_216B0BB106F221C1,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,American Horror Story: Cult_A2F626DE36454444,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Netflix_592AC2CC0922816D,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Trollhunters_592AC2CC0922816D,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Smoking in Ireland_D2ED5F6F4CF84866,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Person of Interest (TV series)_F08160069D36701A,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Battle of Long Island_EFF9BAC2C18E529,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Adil Ray_16A227C6F2041D87,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,List of countries that have gained independence from the United Kingdom_5EBF123B3EFE49C2,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The Great Exhibition_8EBEB31BA0505042,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Vikings_BA2E61C71F355BEA,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,List of The Thundermans episodes_8A92F379DAF3BC5A,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Dead Poets Society_552ECD26F9E5E21A,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Let My Love Open the Door_430966BB0D96AF20,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Richard Armitage (actor)_7BA92348DC984732,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Five Finger Death Punch_92452DF1A2D08413,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,List of WWE United States Champions_5009300D357D30A9,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Falkland Islands_5EBF123B3EFE49C2,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Northern Ireland_5EBF123B3EFE49C2,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
